시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명
B10,서울특별시교육청,7011179,성덕고등학교,Seongdeok High School,고등학교,서울특별시,서울특별시교육청,사립,5306,서울특별시 강동구 구천면로 396,(천호동),02-475-4620,http://ssd.hs.kr,남여공학
B10,서울특별시교육청,7010089,성동고등학교,Sungdong High School,고등학교,서울특별시,서울특별시교육청,공립,4579,서울특별시 중구 퇴계로90길 17,/ 성동고등학교 (신당동),02-2237-2412,http://www.sungdong.hs.kr,남
B10,서울특별시교육청,7010737,성동공업고등학교,Seongdong Technical High School,고등학교,서울특별시,서울특별시교육청,공립,4571,서울특별시 중구 다산로 290,(흥인동),070-8685-7600,http://www.sdth.hs.kr,남여공학
B10,서울특별시교육청,7010889,성동글로벌경영고등학교,Seongdong Global Business High School,고등학교,서울특별시,서울특별시교육청,공립,4566,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교),02-2252-1932,http://sdglobal.sen.hs.kr,여
B10,서울특별시교육청,7010469,성베드로학교,St.Peter’s School,특수학교,서울특별시,서울특별시교육청,사립,8359,서울특별시 구로구 연동로 320,/ 성베드로학교 (항동),02-2612-6413,http://stpeters.sen.sc.kr ,남여공학
B10,서울특별시교육청,7010194,성보고등학교,Sungbo High School,고등학교,서울특별시,서울특별시교육청,사립,8773,서울특별시 관악구 남부순환로156길 39,(신림동/성보고등학교),02-862-8409,http://www.sungbo.hs.kr,남
B10,서울특별시교육청,7010886,성수고등학교,Seongsu High School,고등학교,서울특별시,서울특별시교육청,공립,4768,서울특별시 성동구 서울숲길 18,/ 성수고등학교 (성수동1가),02-6913-3520,http://seongsu.sen.hs.kr,남여공학
B10,서울특별시교육청,7010288,성수공업고등학교,Seongsu Technical High School,고등학교,서울특별시,서울특별시교육청,공립,4780,서울특별시 성동구 뚝섬로 365,(성수동2가/성수공업고등학교),02-3409-0944,http://sungsu.sen.hs.kr,남여공학
B10,서울특별시교육청,7010195,성신여자고등학교,Sungshin Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,2840,서울특별시 성북구 동소문로26가길 80,(돈암동),02-6930-9100,http://www.sungshin.hs.kr,여
B10,서울특별시교육청,7010196,성심여자고등학교,Sacred Heart Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,4361,서울특별시 용산구 원효로19길 49,/ 성심여자고등학교 (원효로4가),02-702-5501,http://sacredheart.hs.kr,여
B10,서울특별시교육청,7010837,성암국제무역고등학교,Seong-Am International Trade High School,고등학교,서울특별시,서울특별시교육청,사립,1174,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교),02-2179-1717,http://seongam.sen.hs.kr,여
B10,서울특별시교육청,7011084,세그루패션디자인고등학교,Segeuru Fashion Design High School,고등학교,서울특별시,서울특별시교육청,사립,1375,서울특별시 도봉구 시루봉로 53,/ 세그루패션디자인고등학교 (쌍문동),02-993-0211,http://sfd.sen.hs.kr,여
B10,서울특별시교육청,7010537,세명컴퓨터고등학교,Semyeong Computer High School,고등학교,서울특별시,서울특별시교육청,사립,3337,서울특별시 은평구 통일로92가길 33,/ 세명컴퓨터고등학교 (불광동),02-354-1323,http://www.smc.hs.kr,남여공학
B10,서울특별시교육청,7010816,세종과학고등학교,Sejong Science High School,고등학교,서울특별시,서울특별시교육청,공립,8258,서울특별시 구로구 오리로21길 79,(궁동),02-2060-4133,http://www.sjsh.hs.kr,남여공학
B10,서울특별시교육청,7010764,세현고등학교,Se Hyun High School,고등학교,서울특별시,서울특별시교육청,공립,7531,서울특별시 강서구 허준로 227,/ 세현고등학교 (가양동),02-3663-1495,http://sehyun.hs.kr,남여공학
B10,서울특별시교육청,7010197,세화고등학교,Sehwa High School,고등학교,서울특별시,서울특별시교육청,사립,6548,서울특별시 서초구 신반포로 56-7,(반포동),02-594-8721,http://www.sehwa.hs.kr,남
B10,서울특별시교육청,7010198,세화여자고등학교,Sehwa Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,6548,서울특별시 서초구 신반포로 56-7,/ 세화여자고등학교 ,02-537-2131,http://www.sehwa-gs.hs.kr,여
B10,서울특별시교육청,7010199,송곡고등학교,Songgok High School,고등학교,서울특별시,서울특별시교육청,사립,2062,서울특별시 중랑구 양원역로 50,(망우동/송곡고등학교),02-435-0660,http://sg.hs.kr,남
B10,서울특별시교육청,7011085,송곡관광고등학교,Songgok Tourism High School,고등학교,서울특별시,서울특별시교육청,사립,2057,서울특별시 중랑구 양원역로 67,(망우동),02-432-1837,http://www.sgi.hs.kr,여
B10,서울특별시교육청,7010200,송곡여자고등학교,Songgok Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,2057,서울특별시 중랑구 양원역로 67,(망우동),02-434-4598,http://www.songgok.hs.kr,여
B10,서울특별시교육청,7010289,송파공업고등학교,Songpa Technical High School,고등학교,서울특별시,서울특별시교육청,공립,5771,서울특별시 송파구 양산로 21,(거여동),6711-0508/6711-0595,http://www.songpa-th.hs.kr,남여공학
B10,서울특별시교육청,7010858,수도사랑의학교,Sudo Loveing School,특수학교,서울특별시,서울특별시교육청,사립,3028,서울특별시 종로구 사직로7길 17,/ 수도사랑의학교 (사직동),02-739-9868,http://sudolove.sen.sc.kr,남여공학
B10,서울특별시교육청,7010090,수도여자고등학교,Sudo Girls High School,고등학교,서울특별시,서울특별시교육청,공립,7062,서울특별시 동작구 여의대방로10길 73,/ 수도여자고등학교 (신대방동),02-2102-3506,http://www.sudo-gh.hs.kr,여
B10,서울특별시교육청,7010389,수도여자고등학교부설방송통신고등학교,Air and Correspondence High School Atteched to Sudo Girls’ High School,방송통신고등학교,서울특별시,서울특별시교육청,공립,7062,서울특별시 동작구 여의대방로10길 73,(신대방동/ 수도여자고등학교),02-2102-3580,http://sudo.uriban.com,여
B10,서울특별시교육청,7010346,수도전기공업고등학교,Sudo Electric Technical High School,고등학교,서울특별시,서울특별시교육청,사립,6324,서울특별시 강남구 개포로 410,/ 수도전기공업고등학교 (개포동),070-4673-9800,http://www.sudo.hs.kr,남여공학
B10,서울특별시교육청,7010559,수락고등학교,Surak High School,고등학교,서울특별시,서울특별시교육청,공립,1602,서울특별시 노원구 동일로245길 143,(상계동/수락고등학교),070-8677-2100,http://surak.sen.hs.kr,남여공학
B10,서울특별시교육청,7010885,수명고등학교,Sumyeong High School,고등학교,서울특별시,서울특별시교육청,공립,7635,서울특별시 강서구 수명로2길 15,/ 수명고등학교 (내발산동),02-2660-5500,http://www.sumyeong.hs.kr,남여공학
B10,서울특별시교육청,7010201,숙명여자고등학교,Sookmyung Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,6277,서울특별시 강남구 남부순환로 2807,/ 숙명여자고등학교 (도곡동),02-3462-5011,http://www.sookmyung.hs.kr,여
B10,서울특별시교육청,7010202,숭문고등학교,Soongmoon High School,고등학교,서울특별시,서울특별시교육청,사립,4126,서울특별시 마포구 숭문길 99,(대흥동),02-716-2980,http://soongmoon.sen.hs.kr,남
B10,서울특별시교육청,7010203,숭실고등학교,Soongsil High School,고등학교,서울특별시,서울특별시교육청,사립,3445,서울특별시 은평구 은평터널로7길 6,(신사동),02-373-5910,http://www.soongsil.net,남
B10,서울특별시교육청,7010204,숭의여자고등학교,Soongeui Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,6944,서울특별시 동작구 여의대방로36길 79,/ 숭의여자고등학교 (대방동),02-810-7800,http://soongeui.sen.hs.kr,여
B10,서울특별시교육청,7010205,신광여자고등학교,Shinkwang Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,4313,서울특별시 용산구 청파로 263,/ 신광여자고등학교 (청파동3가),02-710-6940,http://www.shinkwang.hs.kr,여
B10,서울특별시교육청,7010983,신도고등학교,SINDO HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,공립,3312,서울특별시 은평구 통일로 961,(진관동),02-3157-0021,http://www.sindo.hs.kr,남여공학
B10,서울특별시교육청,7010884,신도림고등학교,Shindorim High School,고등학교,서울특별시,서울특별시교육청,공립,8200,서울특별시 구로구 경인로67길 159,(신도림동/신도림고등학교),02-2068-7979,https://shindorim.sen.hs.kr/,남여공학
B10,서울특별시교육청,7010092,신림고등학교,Sillim High School,고등학교,서울특별시,서울특별시교육청,공립,8772,서울특별시 관악구 문성로 119,/ 신림고등학교 (신림동),02-6219-8300,www.sillim.hs.kr,남여공학
B10,서울특별시교육청,7010093,신목고등학교,Shinmok High School,고등학교,서울특별시,서울특별시교육청,공립,8018,서울특별시 양천구 안양천로 739,(신정동/신목고등학교),070-8720-5010,http://shinmok.hs.kr,남여공학
B10,서울특별시교육청,7010765,신서고등학교,Sinseo High School,고등학교,서울특별시,서울특별시교육청,공립,8021,서울특별시 양천구 은행정로 42,/ 신서고등학교 (신정동),02-2690-0400,http://sinseo.sen.hs.kr,남여공학
B10,서울특별시교육청,7010206,신일고등학교,Shin-il High School,고등학교,서울특별시,서울특별시교육청,사립,1133,서울특별시 강북구 솔매로49길 20,(미아동/신일중고등학교),02-989-4151,http://www.shin-il.hs.kr,남
B10,서울특별시교육청,7011316,신진과학기술고등학교,SHINJIN SCIENCE TECHNOLOGY HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,사립,3453,서울특별시 은평구 은평로6길 16,(응암동/학교법인신진학원),02-385-3451,http://shinjin.sen.hs.kr,남여공학
B10,서울특별시교육청,7010702,신현고등학교,Shinhyeon High School,고등학교,서울특별시,서울특별시교육청,공립,2075,서울특별시 중랑구 봉화산로 174,/ 신현고등학교 (상봉동),02-3422-2713,http://shinhyeon.sen.hs.kr,남여공학
B10,서울특별시교육청,7010853,아시아퍼시픽국제외국인학교,,외국인학교,서울특별시,서울특별시교육청,사립,1874,서울특별시 노원구 월계로45가길 57,(월계동),02-907-2747,http://www.apis.seoul.kr/,남여공학
B10,서울특별시교육청,7010566,아현산업정보학교,Ahyeon Vocational School,각종학교(고),서울특별시,서울특별시교육청,공립,4117,서울특별시 마포구 마포대로 249,(아현동/ 아현산업정보학교/ 아현직업학교),02-390-5800,http://ahyeon.sen.sc.kr,남여공학
B10,서울특별시교육청,7010917,압구정고등학교,Apgujeong High School,고등학교,서울특별시,서울특별시교육청,공립,6003,서울특별시 강남구 압구정로39길 20,/ 압구정고등학교 (압구정동),02-549-0214,http://www.apgujeong.hs.kr/,남여공학
B10,서울특별시교육청,7010094,양재고등학교,Yangjae High School,고등학교,서울특별시,서울특별시교육청,공립,6750,서울특별시 서초구 남부순환로346길 9,(서초동/양재고등학교),02-571-4457,http://yangjae.sen.hs.kr,남여공학
B10,서울특별시교육청,7010208,양정고등학교,Yangchung High School,고등학교,서울특별시,서울특별시교육청,사립,7985,서울특별시 양천구 안양천로 1039,(목동/양정고등학교),02-2649-7071,http://www.yangchung.hs.kr,남
B10,서울특별시교육청,7010209,양천고등학교,Yangcheon High School,고등학교,서울특별시,서울특별시교육청,사립,8108,서울특별시 양천구 신정로14길 13,(신정동/양천고등학교),02-2605-5996,http://www.yangcheoncschool.net,남
B10,서울특별시교육청,7010095,언남고등학교,Eonnam High School,고등학교,서울특별시,서울특별시교육청,공립,6780,서울 서초구 동산로13길 35,(양재동/언남고등학교),02-575-2680,http://eonnam.sen.hs.kr,남여공학
B10,서울특별시교육청,7010966,여명학교,Yeo-Myung School,각종학교(고),서울특별시,서울특별시교육청,사립,4630,서울특별시 중구 소파로 99,/ 여명학교 (남산동2가),02-888-1673,http://ymschool.org,남여공학
B10,서울특별시교육청,7010096,여의도고등학교,Yeouido High School,고등학교,서울특별시,서울특별시교육청,공립,7338,서울특별시 영등포구 국제금융로7길 37,/ 여의도고등학교 (여의도동),070-8661-3005,http://yeouido.hs.kr,남
B10,서울특별시교육청,7010097,여의도여자고등학교,Yeouido Girls’High School,고등학교,서울특별시,서울특별시교육청,공립,7341,서울특별시 영등포구 국제금융로7가길 13,/ 여의도여자고등학교 (여의도동),02-3780-4400,http://www.yeouido-gh.hs.kr,여
B10,서울특별시교육청,7010859,연세대학교재활학교,Yonsei University Rehabilitation School,특수학교,서울특별시,서울특별시교육청,사립,3722,서울특별시 서대문구 연세로 50,/ 연세대학교재활학교 (신촌동),02-2123-8141,http://www.yonsei.sc.kr,남여공학
B10,서울특별시교육청,7010594,염광고등학교,Yumkwang High School,고등학교,서울특별시,서울특별시교육청,사립,1874,서울특별시 노원구 월계로45가길 9,(월계동),02-905-4221,http://yumkwang.hs.kr,남여공학
B10,서울특별시교육청,7010910,염광여자메디텍고등학교,Yumkwang Girls` Meditech High School,고등학교,서울특별시,서울특별시교육청,사립,1874,서울특별시 노원구 월계로45가길 9,/ 염광여자메디텍고등학교 (월계동),02-994-3104,http://www.ykm.hs.kr,여
B10,서울특별시교육청,7010212,영동고등학교,Young Dong High School,고등학교,서울특별시,서울특별시교육청,사립,6065,서울특별시 강남구 선릉로 742,(청담동/ 영동고등학교),02-542-5071,yd.sen.hs.kr,남
B10,서울특별시교육청,7010712,영동일고등학교,Youngdongil High School,고등학교,서울특별시,서울특별시교육청,사립,5555,서울특별시 송파구 석촌호수로 93,/ 영동일고등학교 (잠실동),02-430-6822,http://www.ydi.hs.kr,남여공학
B10,서울특별시교육청,7010098,영등포고등학교,Youngdeungpo High School,고등학교,서울특별시,서울특별시교육청,공립,6933,서울특별시 동작구 등용로8길 5,(대방동/영등포고등학교),02-816-8323,http://www.ydp.hs.kr,남
B10,서울특별시교육청,7010390,영등포고등학교부설방송통신고등학교,Air and Correspondence High School Attached to Yeongdeungpo High School,방송통신고등학교,서울특별시,서울특별시교육청,공립,6933,서울특별시 동작구 등용로8길 5,/ 대방동 13-2 (대방동/ 영등포고등학교부설방송통신고등학교),070-4675-3200,http://www.cyber.hs.kr/achs/ydp/,남여공학
B10,서울특별시교육청,7010356,영등포공업고등학교,YeongDeungPo Technical High School,고등학교,서울특별시,서울특별시교육청,사립,7524,서울특별시 강서구 허준로5길 15,(가양동),02-2659-2981,https://younggong.sen.hs.kr ,남
B10,서울특별시교육청,7010099,영등포여자고등학교,Yeongdeungpo Girls’ High School,고등학교,서울특별시,서울특별시교육청,공립,7310,서울특별시 영등포구 영등포로62길 13,/ 영등포여자고등학교  (신길동)184-3,02-843-0479,http://ydpg.hs.kr,여
B10,서울특별시교육청,7010214,영락고등학교,Youngnak High School,고등학교,서울특별시,서울특별시교육청,사립,8831,서울특별시 관악구 청룡16길 25,/ 영락고등학교 (봉천동),02-884-1003,https://yrgo.sen.hs.kr/,남여공학
B10,서울특별시교육청,7011482,영락의료과학고등학교,YOUNGNAK MEDICAL-SCIENCE HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,사립,8831,서울특별시 관악구 청룡16길 25,(봉천동/ 서울영락고등학교/ 영락의료과학고등학교),02-884-1004,http://youngnak-c.sen.hs.kr,남여공학
B10,서울특별시교육청,7011088,영신간호비즈니스고등학교,YOUNGSHIN NURSING BUSINESSS HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,사립,1721,서울특별시 노원구 중계로16나길 13,/ 영신간호비즈니스고등학교 (중계동),02-951-5772,http://www.youngshin.hs.kr,여
B10,서울특별시교육청,7010100,영신고등학교,YOUNGSHIN HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,공립,7436,서울 영등포구 대방천로14길 18,/ 영신고등학교 (신길동/영신고등학교),02-834-6051,http://www.ysh.or.kr,남여공학
B10,서울특별시교육청,7010215,영신여자고등학교,Youngshin Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,1721,서울특별시 노원구 중계로16나길 13,(중계동/영신여자고등학교),02-930-8455,http://ys.sen.hs.kr,여
B10,서울특별시교육청,7010216,영일고등학교,Youngil High School,고등학교,서울특별시,서울특별시교육청,사립,7669,서울특별시 강서구 등촌로51가길 26,/ 영일고등학교 (등촌동),02-2653-8134,http://youngil.hs.kr,남
B10,서울특별시교육청,7010217,영파여자고등학교,Youngpa Girls` High School,고등학교,서울특별시,서울특별시교육청,사립,5529,서울특별시 송파구 올림픽로 565,/ 영파여자고등학교 (풍납동),02-483-8881,http://youngpa.hs.kr,여
B10,서울특별시교육청,7010218,영훈고등학교,Younghoon High School,고등학교,서울특별시,서울특별시교육청,사립,1211,서울특별시 강북구 도봉로13가길 19,(미아동/학교법인영훈학원),02-986-2500,http://www.younghoon.hs.kr,남여공학
B10,서울특별시교육청,7011184,예림디자인고등학교,Yerim Design High School,고등학교,서울특별시,서울특별시교육청,사립,8248,서울특별시 구로구 오리로21길 2,(궁동/예림디자인고등학교),02-2617-2333,http://yerim.sen.hs.kr,여
B10,서울특별시교육청,7010810,예일디자인고등학교,Yale Design High School,고등학교,서울특별시,서울특별시교육청,사립,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),02-380-0855,http://yaledesign.sen.hs.kr/,여
B10,서울특별시교육청,7010219,예일여자고등학교,Yale Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,3412,서울특별시 은평구 연서로 117,/ 예일여자고등학교 (구산동/수위실),02-380-0812,www.yale.hs.kr,여
B10,서울특별시교육청,7010101,오금고등학교,Ogum High School,고등학교,서울특별시,서울특별시교육청,공립,5660,서울특별시 송파구 중대로 247,(오금동),02-406-0592,http://www.ogum.hs.kr,남여공학
B10,서울특별시교육청,7011310,오디세이학교,Odyssey School,각종학교(고),서울특별시,서울특별시교육청,공립,3114,서울특별시 종로구 종로58길 30,(숭인동),02-2256-4120,http://odyssey.hs.kr,남여공학
B10,서울특별시교육청,7010544,오류고등학교,Oryu High School,고등학교,서울특별시,서울특별시교육청,사립,8248,서울특별시 구로구 오리로21길 2,(궁동/ 오류고등학교),02-2684-2300,http://oryu.hs.kr,여
B10,서울특별시교육청,7010220,오산고등학교,Osan High School,고등학교,서울특별시,서울특별시교육청,사립,4396,서울특별시 용산구 보광로7길 17,(보광동),02-7999-500,http://www.osan.hs.kr,남
B10,서울특별시교육청,7010221,용문고등학교,Yongmoon High School,고등학교,서울특별시,서울특별시교육청,사립,2843,서울특별시 성북구 고려대로17가길 46,(안암동2가/ 용문중고등학교),02-928-3871,http://www.ymoon.hs.kr/,남
B10,서울특별시교육청,7010103,용산고등학교,Yongsan High School,고등학교,서울특별시,서울특별시교육청,공립,4353,서울특별시 용산구 두텁바위로 60,(용산동2가/용산고등학교),02-3706-6700,http://yongsan.sen.hs.kr,남
B10,서울특별시교육청,7011495,용산철도고등학교,Yongsan Railroad High School,고등학교,서울특별시,서울특별시교육청,공립,4388,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교),02-6905-7777,http://yongsan-th.sen.hs.kr,남여공학
B10,서울특별시교육청,7010222,용화여자고등학교,Yonghwa Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,1687,서울특별시 노원구 동일로 1461,/ 용화여자고등학교 (상계동/용화여자고등학교),02-950-3500,http://www.yonghwa.hs.kr/,여
B10,서울특별시교육청,7010223,우신고등학교,Wooshin High School,고등학교,서울특별시,서울특별시교육청,사립,8258,서울특별시 구로구 부일로 917,/ 우신고등학교 (궁동),02-2610-1518,http://wooshin.sen.hs.kr,남
B10,서울특별시교육청,7010805,원묵고등학교,Wonmook High School,고등학교,서울특별시,서울특별시교육청,공립,2041,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동),02-3422-3573,http://wonmook.hs.kr,남여공학
B10,서울특별시교육청,7010735,월계고등학교,Wolgye High School,고등학교,서울특별시,서울특별시교육청,공립,1874,서울특별시 노원구 초안산로5길 66,(월계동/월계고등학교),02-908-0062,http://wg.hs.kr,남여공학
B10,서울특별시교육청,7010365,유한공업고등학교,Yuhan Technical High School,고등학교,서울특별시,서울특별시교육청,사립,8360,서울특별시 구로구 경인로 8,(항동),02-2610-0993,http://yuhan.sen.hs.kr,남여공학
B10,서울특별시교육청,7010226,은광여자고등학교,Eunkwang Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,6264,서울특별시 강남구 남부순환로359길 36,(도곡동),02-3462-2005,http://www.eunkwang.hs.kr,여
B10,서울특별시교육청,7010882,은평고등학교,Eunpyeong High School,고등학교,서울특별시,서울특별시교육청,공립,3428,서울특별시 은평구 갈현로15길 51,(구산동),02-383-0872,http://www.ep.hs.kr,남여공학
B10,서울특별시교육청,7010583,은평대영학교,Eunpyeong Daeyoung School,특수학교,서울특별시,서울특별시교육청,사립,3428,서울특별시 은평구 갈현로11길 30,/ 은평대영학교 (구산동/ 사회복지법인 엔젤스헤이븐),02-357-1702,http://www.sep.sc.kr,남여공학
B10,서울특별시교육청,7010962,은평메디텍고등학교,Eunpyeong MediTech High School,고등학교,서울특별시,서울특별시교육청,사립,3306,서울특별시 은평구 진관2로 57-57,(진관동/은평메디텍고등학교),070-4020-6800,http://www.eunpyeong.hs.kr,남여공학
B10,서울특별시교육청,7011207,은평문화예술정보학교,Eunpyeong School of Cultural Arts & Information,각종학교(고),서울특별시,서울특별시교육청,공립,3470,서울특별시 은평구 가좌로 208,/ 은평문화예술정보학교 (응암동/ 은평문화예술정보학교),02-3152-5700,http://ep.sc.kr,남여공학
B10,서울특별시교육청,7010227,이화여자고등학교,Ewha Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,4516,서울특별시 중구 정동길,/ 26 (정동),02-752-3353,http://www.ewha.hs.kr,여
B10,서울특별시교육청,7010747,이화여자대학교병설미디어고등학교,Ewha Media High School,고등학교,서울특별시,서울특별시교육청,사립,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),02-2209-0146,https://ewhamedia.sen.hs.kr,여
B10,서울특별시교육청,7010547,이화여자대학교사범대학부속이화금란고등학교,Ewha Womans University High School,고등학교,서울특별시,서울특별시교육청,사립,3759,서울특별시 서대문구 성산로 560,/ 이대부속고등학교 (대신동),02-361-6333,http://edaebugo.sen.hs.kr,남여공학
B10,서울특별시교육청,7010230,이화여자외국어고등학교,Ewha Girls’ Foreign Language High School,고등학교,서울특별시,서울특별시교육청,사립,4516,서울특별시 중구 통일로4길 30,(순화동),02-2176-1992,http://www.ewha-gfh.hs.kr,여
B10,서울특별시교육청,7011493,인덕과학기술고등학교,Induk Science and Technology High School,고등학교,서울특별시,서울특별시교육청,사립,1878,서울특별시 노원구 초안산로 12,/ 인덕과학기술고등학교 (월계동/ 인덕대학교/인덕공업고등학교),02-902-2060,http://induk.sen.hs.kr,남여공학
B10,서울특별시교육청,7010231,인창고등학교,Inchang High School,고등학교,서울특별시,서울특별시교육청,사립,3746,서울특별시 서대문구 경기대로 65,/ 인창고등학교 (충정로2가),02-360-3700,http://www.inchang.ne.kr,남
B10,서울특별시교육청,7010104,인헌고등학교,Inhun High School,고등학교,서울특별시,서울특별시교육청,공립,8796,서울특별시 관악구 인헌9길 74,(봉천동/인헌고등학교),02-886-6253,inhun.sen.hs.kr,남여공학
B10,서울특별시교육청,7010370,일신여자상업고등학교,ILSHIN Girls’ Commercial High School,고등학교,서울특별시,서울특별시교육청,사립,5676,서울특별시 송파구 송파대로38길 8,(송파동/일신여자상업고등학교),02-2140-8223,http://ilshin.sen.hs.kr,여
B10,서울특별시교육청,7010105,자양고등학교,Jayang High School,고등학교,서울특별시,서울특별시교육청,공립,5069,서울특별시 광진구 뚝섬로37길 28,(자양동/자양고등학교),02-2049-4100,http://jayang.sen.hs.kr,남여공학
B10,서울특별시교육청,7010703,자운고등학교,Jawoon High School,고등학교,서울특별시,서울특별시교육청,공립,1412,서울특별시 도봉구 노해로69길 150,(창동),02-998-2929,http://jawoon.sen.hs.kr,남여공학
B10,서울특별시교육청,7010106,잠신고등학교,Jamsin High School,고등학교,서울특별시,서울특별시교육청,공립,5502,서울특별시 송파구 잠실로 24,/ 잠신고등학교 (잠실동),02-417-8771,http://www.jamsin.or.kr,남여공학
B10,서울특별시교육청,7010107,잠실고등학교,Jamsil High School,고등학교,서울특별시,서울특별시교육청,공립,5507,서울특별시 송파구 올림픽로33길 71,/ 잠실고등학교 (신천동),02-2141-3700,http://jamsil.sen.hs.kr,남
B10,서울특별시교육청,7010232,잠실여자고등학교,Jamsil Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,5676,서울특별시 송파구 송파대로38길 8,(송파동) 잠실여자고등학교,02-2140-8031,http://www.jamsilg.hs.kr,여
B10,서울특별시교육청,7011112,잠일고등학교,Jamil High School,고등학교,서울특별시,서울특별시교육청,공립,5501,서울특별시 송파구 백제고분로 21,(잠실동),02-2141-2000,http://jamil.sen.hs.kr,남여공학
B10,서울특별시교육청,7010233,장충고등학교,Jangchung High School,고등학교,서울특별시,서울특별시교육청,사립,4603,서울특별시 중구 동호로15길 93,(신당동),02-2233-9990,http://www.jangchung.hs.kr,남
B10,서울특별시교육청,7010234,장훈고등학교,Janghoon High School,고등학교,서울특별시,서울특별시교육청,사립,7316,서울특별시 영등포구 영등포로64길 26,/ 장훈고등학교 (신길동),02-842-6921,http://www.janghoon.hs.kr,남
B10,서울특별시교육청,7010851,재한몽골학교,International Mongolia School,외국인학교,서울특별시,서울특별시교육청,사립,4966,서울특별시 광진구 광장로1가길 13-10,(광장동),02-3437-7078,http://mongolschool.org/,남여공학
B10,서울특별시교육청,7010235,재현고등학교,Jaehyun High School,고등학교,서울특별시,서울특별시교육청,사립,1717,서울특별시 노원구 덕릉로82길 64,/ 재현고등학교 (중계동),02-932-4811,http://www.jaehyun.hs.kr,남
B10,서울특별시교육청,7010236,정신여자고등학교,Chungshin Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,5571,서울특별시 송파구 올림픽로4길 16,/ 정신여자고등학교 (잠실동),02-423-4014,http://chungshin.sen.hs.kr,여
B10,서울특별시교육청,7010237,정의여자고등학교,Jeong Eui Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,1438,서울특별시 도봉구 노해로49길 69,(쌍문동/정의여자고등학교),02-992-5104,http://jeongeui.sen.hs.kr,여
B10,서울특별시교육청,7010372,정화여자상업고등학교,Jeonghwa Girls’ Commercial High School,고등학교,서울특별시,서울특별시교육청,사립,2480,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교,02-966-9333,http://jeonghwa.sen.hs.kr,여
B10,서울특별시교육청,7010567,종로산업정보학교,Jongno Polytechnic School,각종학교(고),서울특별시,서울특별시교육청,공립,3114,서울특별시 종로구 종로58길 28,(숭인동/ 종로산업정보학교),02-2237-0465,http://www.cis.sc.kr,남여공학
B10,서울특별시교육청,7010472,주몽학교,Jumong School,특수학교,서울특별시,서울특별시교육청,사립,5280,서울특별시 강동구 상암로 369,/ 주몽학교 (상일동),070-8255-0505,http://www.jumong.sc.kr,남여공학
B10,서울특별시교육청,7010108,중경고등학교,Jungkyung High School,고등학교,서울특별시,서울특별시교육청,공립,4426,서울특별시 용산구 이촌로84길 34,(이촌동),02-793-2540,http://jungkyung.hs.kr,남여공학
B10,서울특별시교육청,7010238,중동고등학교,Joongdong High School,고등학교,서울특별시,서울특별시교육청,사립,6338,서울특별시 강남구 일원로 7,(일원동),02-3411-0100,www.joongdong.hs.kr,남
B10,서울특별시교육청,7010239,중산고등학교,Jungsan High School,고등학교,서울특별시,서울특별시교육청,사립,6350,서울특별시 강남구 일원로14길 22,(일원동/중산고등학교),02-2226-2161,http://www.jungsan.hs.kr,남
B10,서울특별시교육청,7010240,중앙고등학교,Choong-ang High School,고등학교,서울특별시,서울특별시교육청,사립,3051,서울특별시 종로구 창덕궁길 164,(계동),02-742-1321,http://choongang.sen.hs.kr,남
B10,서울특별시교육청,7010241,중앙대학교사범대학부속고등학교,CHUNGANG UNIVERSITY HIGH SCHOOL ,고등학교,서울특별시,서울특별시교육청,사립,6277,서울특별시 강남구 선릉로 207,/ 중앙대학교사범대학부속고등학교 (도곡동),02-579-4005,http://www.cau.hs.kr,남여공학
